date,allocation,cooldown
2007-11-06,GOLD:0.3|NASDAQ100:0.7,0
2007-11-07,GOLD:0.3|NASDAQ100:0.7,0
2007-11-08,GOLD:0.3|NASDAQ100:0.7,0
2007-11-09,GOLD:0.3|NASDAQ100:0.7,0
2007-11-12,GOLD:0.3|NASDAQ100:0.7,0
2007-11-13,GOLD:0.3|NASDAQ100:0.7,0
2007-11-14,GOLD:0.3|NASDAQ100:0.7,0
2007-11-15,GOLD:0.3|NASDAQ100:0.7,0
2007-11-16,GOLD:0.3|NASDAQ100:0.7,0
2007-11-19,GOLD:0.3|NASDAQ100:0.7,0
2007-11-20,GOLD:0.3|NASDAQ100:0.7,0
2007-11-21,GOLD:0.3|NASDAQ100:0.7,0
2007-11-23,GOLD:0.3|NASDAQ100:0.7,0
2007-11-26,GOLD:0.3|NASDAQ100:0.7,0
2007-11-27,GOLD:0.3|NASDAQ100:0.7,0
2007-11-28,GOLD:0.3|NASDAQ100:0.7,0
2007-11-29,GOLD:0.3|NASDAQ100:0.7,0
2007-11-30,GOLD:0.5,0
2007-12-03,GOLD:0.5,0
2007-12-04,GOLD:0.5,0
2007-12-05,GOLD:0.5,0
2007-12-06,GOLD:0.5,0
2007-12-07,GOLD:0.5,0
2007-12-10,GOLD:0.5,0
2007-12-11,GOLD:0.5,0
2007-12-12,GOLD:0.5,0
2007-12-13,GOLD:0.5,0
2007-12-14,GOLD:0.5,0
2007-12-17,GOLD:0.5,0
2007-12-18,GOLD:0.5,0
2007-12-19,GOLD:0.5,0
2007-12-20,GOLD:0.5,0
2007-12-21,GOLD:0.5,0
2007-12-24,GOLD:0.5,0
2007-12-26,GOLD:0.5,0
2007-12-27,GOLD:0.5,0
2007-12-28,GOLD:0.5,0
2007-12-31,GOLD:0.7,0
2008-01-02,GOLD:0.7,0
2008-01-03,GOLD:0.7,0
2008-01-04,GOLD:0.7,0
2008-01-07,GOLD:0.7,0
2008-01-08,GOLD:0.7,0
2008-01-09,GOLD:0.7,0
2008-01-10,GOLD:0.7,0
2008-01-11,GOLD:0.7,0
2008-01-14,GOLD:0.7,0
2008-01-15,GOLD:0.7,0
2008-01-16,GOLD:0.7,0
2008-01-17,GOLD:0.7,0
2008-01-18,GOLD:0.7,0
2008-01-22,GOLD:0.7,0
2008-01-23,GOLD:0.7,0
2008-01-24,GOLD:0.7,0
2008-01-25,GOLD:0.7,0
2008-01-28,GOLD:0.7,0
2008-01-29,GOLD:0.7,0
2008-01-30,GOLD:0.7,0
2008-01-31,CASH,0
2008-02-01,CASH,0
2008-02-04,CASH,0
2008-02-05,CASH,0
2008-02-06,CASH,0
2008-02-07,CASH,0
2008-02-08,CASH,0
2008-02-11,CASH,0
2008-02-12,CASH,0
2008-02-13,CASH,0
2008-02-14,CASH,0
2008-02-15,CASH,0
2008-02-19,CASH,0
2008-02-20,CASH,0
2008-02-21,CASH,0
2008-02-22,CASH,0
2008-02-25,CASH,0
2008-02-26,CASH,0
2008-02-27,CASH,0
2008-02-28,CASH,0
2008-02-29,CASH,0
2008-03-03,CASH,0
2008-03-04,CASH,0
2008-03-05,CASH,0
2008-03-06,CASH,0
2008-03-07,CASH,0
2008-03-10,CASH,0
2008-03-11,CASH,0
2008-03-12,CASH,0
2008-03-13,CASH,0
2008-03-14,CASH,0
2008-03-17,CASH,0
2008-03-18,CASH,0
2008-03-19,CASH,0
2008-03-20,CASH,0
2008-03-24,CASH,0
2008-03-25,CASH,0
2008-03-26,CASH,0
2008-03-27,CASH,0
2008-03-28,CASH,0
2008-03-31,CASH,0
2008-04-01,CASH,0
2008-04-02,CASH,0
2008-04-03,CASH,0
2008-04-04,CASH,0
2008-04-07,CASH,0
2008-04-08,CASH,0
2008-04-09,CASH,0
2008-04-10,CASH,0
2008-04-11,CASH,0
2008-04-14,CASH,0
2008-04-15,CASH,0
2008-04-16,CASH,0
2008-04-17,CASH,0
2008-04-18,CASH,0
2008-04-21,CASH,0
2008-04-22,CASH,0
2008-04-23,CASH,0
2008-04-24,CASH,0
2008-04-25,CASH,0
2008-04-28,CASH,0
2008-04-29,CASH,0
2008-04-30,EM:0.7|NASDAQ100:0.3,0
2008-05-01,EM:0.7|NASDAQ100:0.3,0
2008-05-02,EM:0.7|NASDAQ100:0.3,0
2008-05-05,EM:0.7|NASDAQ100:0.3,0
2008-05-06,EM:0.7|NASDAQ100:0.3,0
2008-05-07,EM:0.7|NASDAQ100:0.3,0
2008-05-08,EM:0.7|NASDAQ100:0.3,0
2008-05-09,EM:0.7|NASDAQ100:0.3,0
2008-05-12,EM:0.7|NASDAQ100:0.3,0
2008-05-13,EM:0.7|NASDAQ100:0.3,0
2008-05-14,EM:0.7|NASDAQ100:0.3,0
2008-05-15,EM:0.7|NASDAQ100:0.3,0
2008-05-16,EM:0.7|NASDAQ100:0.3,0
2008-05-19,EM:0.7|NASDAQ100:0.3,0
2008-05-20,EM:0.7|NASDAQ100:0.3,0
2008-05-21,EM:0.7|NASDAQ100:0.3,0
2008-05-22,EM:0.7|NASDAQ100:0.3,0
2008-05-23,EM:0.7|NASDAQ100:0.3,0
2008-05-27,EM:0.7|NASDAQ100:0.3,0
2008-05-28,EM:0.7|NASDAQ100:0.3,0
2008-05-29,EM:0.7|NASDAQ100:0.3,0
2008-05-30,EM:0.7|NASDAQ100:0.3,0
2008-06-02,EM:0.7|NASDAQ100:0.3,0
2008-06-03,EM:0.7|NASDAQ100:0.3,0
2008-06-04,EM:0.7|NASDAQ100:0.3,0
2008-06-05,EM:0.7|NASDAQ100:0.3,0
2008-06-06,EM:0.7|NASDAQ100:0.3,0
2008-06-09,EM:0.7|NASDAQ100:0.3,0
2008-06-10,EM:0.7|NASDAQ100:0.3,0
2008-06-11,EM:0.7|NASDAQ100:0.3,0
2008-06-12,EM:0.7|NASDAQ100:0.3,0
2008-06-13,EM:0.7|NASDAQ100:0.3,0
2008-06-16,EM:0.7|NASDAQ100:0.3,0
2008-06-17,EM:0.7|NASDAQ100:0.3,0
2008-06-18,EM:0.7|NASDAQ100:0.3,0
2008-06-19,EM:0.7|NASDAQ100:0.3,0
2008-06-20,EM:0.7|NASDAQ100:0.3,0
2008-06-23,EM:0.7|NASDAQ100:0.3,0
2008-06-24,EM:0.7|NASDAQ100:0.3,0
2008-06-25,EM:0.7|NASDAQ100:0.3,0
2008-06-26,EM:0.7|NASDAQ100:0.3,0
2008-06-27,EM:0.7|NASDAQ100:0.3,0
2008-06-30,CASH,0
2008-07-01,CASH,0
2008-07-02,CASH,0
2008-07-03,CASH,0
2008-07-07,CASH,0
2008-07-08,CASH,0
2008-07-09,CASH,0
2008-07-10,CASH,0
2008-07-11,CASH,0
2008-07-14,CASH,0
2008-07-15,CASH,0
2008-07-16,CASH,0
2008-07-17,CASH,0
2008-07-18,CASH,0
2008-07-21,CASH,0
2008-07-22,CASH,0
2008-07-23,CASH,0
2008-07-24,CASH,0
2008-07-25,CASH,0
2008-07-28,CASH,0
2008-07-29,CASH,0
2008-07-30,CASH,0
2008-07-31,CASH,0
2008-08-01,CASH,0
2008-08-04,CASH,0
2008-08-05,CASH,0
2008-08-06,CASH,0
2008-08-07,CASH,0
2008-08-08,CASH,0
2008-08-11,CASH,0
2008-08-12,CASH,0
2008-08-13,CASH,0
2008-08-14,CASH,0
2008-08-15,CASH,0
2008-08-18,CASH,0
2008-08-19,CASH,0
2008-08-20,CASH,0
2008-08-21,CASH,0
2008-08-22,CASH,0
2008-08-25,CASH,0
2008-08-26,CASH,0
2008-08-27,CASH,0
2008-08-28,CASH,0
2008-08-29,CASH,0
2008-09-02,CASH,0
2008-09-03,CASH,0
2008-09-04,CASH,0
2008-09-05,CASH,0
2008-09-08,CASH,0
2008-09-09,CASH,0
2008-09-10,CASH,0
2008-09-11,CASH,0
2008-09-12,CASH,0
2008-09-15,CASH,0
2008-09-16,CASH,0
2008-09-17,CASH,0
2008-09-18,CASH,0
2008-09-19,CASH,0
2008-09-22,CASH,0
2008-09-23,CASH,0
2008-09-24,CASH,0
2008-09-25,CASH,0
2008-09-26,CASH,0
2008-09-29,CASH,0
2008-09-30,CASH,0
2008-10-01,CASH,0
2008-10-02,CASH,0
2008-10-03,CASH,0
2008-10-06,CASH,0
2008-10-07,CASH,0
2008-10-08,CASH,0
2008-10-09,CASH,0
2008-10-10,CASH,0
2008-10-13,CASH,0
2008-10-14,CASH,0
2008-10-15,CASH,0
2008-10-16,CASH,0
2008-10-17,CASH,0
2008-10-20,CASH,0
2008-10-21,CASH,0
2008-10-22,CASH,0
2008-10-23,CASH,0
2008-10-24,CASH,0
2008-10-27,CASH,0
2008-10-28,CASH,0
2008-10-29,CASH,0
2008-10-30,CASH,0
2008-10-31,CASH,0
2008-11-03,CASH,0
2008-11-04,CASH,0
2008-11-05,CASH,0
2008-11-06,CASH,0
2008-11-07,CASH,0
2008-11-10,CASH,0
2008-11-11,CASH,0
2008-11-12,CASH,0
2008-11-13,CASH,0
2008-11-14,CASH,0
2008-11-17,CASH,0
2008-11-18,CASH,0
2008-11-19,CASH,0
2008-11-20,CASH,0
2008-11-21,CASH,0
2008-11-24,CASH,0
2008-11-25,CASH,0
2008-11-26,CASH,0
2008-11-28,CASH,0
2008-12-01,CASH,0
2008-12-02,CASH,0
2008-12-03,CASH,0
2008-12-04,CASH,0
2008-12-05,CASH,0
2008-12-08,CASH,0
2008-12-09,CASH,0
2008-12-10,CASH,0
2008-12-11,CASH,0
2008-12-12,CASH,0
2008-12-15,CASH,0
2008-12-16,CASH,0
2008-12-17,CASH,0
2008-12-18,CASH,0
2008-12-19,CASH,0
2008-12-22,CASH,0
2008-12-23,CASH,0
2008-12-24,CASH,0
2008-12-26,CASH,0
2008-12-29,CASH,0
2008-12-30,CASH,0
2008-12-31,CASH,0
2009-01-02,CASH,0
2009-01-05,CASH,0
2009-01-06,CASH,0
2009-01-07,CASH,0
2009-01-08,CASH,0
2009-01-09,CASH,0
2009-01-12,CASH,0
2009-01-13,CASH,0
2009-01-14,CASH,0
2009-01-15,CASH,0
2009-01-16,CASH,0
2009-01-20,CASH,0
2009-01-21,CASH,0
2009-01-22,CASH,0
2009-01-23,CASH,0
2009-01-26,CASH,0
2009-01-27,CASH,0
2009-01-28,CASH,0
2009-01-29,CASH,0
2009-01-30,CASH,0
2009-02-02,CASH,0
2009-02-03,CASH,0
2009-02-04,CASH,0
2009-02-05,CASH,0
2009-02-06,CASH,0
2009-02-09,CASH,0
2009-02-10,CASH,0
2009-02-11,CASH,0
2009-02-12,CASH,0
2009-02-13,CASH,0
2009-02-17,CASH,0
2009-02-18,CASH,0
2009-02-19,CASH,0
2009-02-20,CASH,0
2009-02-23,CASH,0
2009-02-24,CASH,0
2009-02-25,CASH,0
2009-02-26,CASH,0
2009-02-27,CASH,0
2009-03-02,CASH,0
2009-03-03,CASH,0
2009-03-04,CASH,0
2009-03-05,CASH,0
2009-03-06,CASH,0
2009-03-09,CASH,0
2009-03-10,CASH,0
2009-03-11,CASH,0
2009-03-12,CASH,0
2009-03-13,CASH,0
2009-03-16,CASH,0
2009-03-17,CASH,0
2009-03-18,CASH,0
2009-03-19,CASH,0
2009-03-20,CASH,0
2009-03-23,CASH,0
2009-03-24,CASH,0
2009-03-25,CASH,0
2009-03-26,CASH,0
2009-03-27,CASH,0
2009-03-30,CASH,0
2009-03-31,EM:0.3|NASDAQ100:0.7,0
2009-04-01,EM:0.3|NASDAQ100:0.7,0
2009-04-02,EM:0.3|NASDAQ100:0.7,0
2009-04-03,EM:0.3|NASDAQ100:0.7,0
2009-04-06,EM:0.3|NASDAQ100:0.7,0
2009-04-07,EM:0.3|NASDAQ100:0.7,0
2009-04-08,EM:0.3|NASDAQ100:0.7,0
2009-04-09,EM:0.3|NASDAQ100:0.7,0
2009-04-13,EM:0.3|NASDAQ100:0.7,0
2009-04-14,EM:0.3|NASDAQ100:0.7,0
2009-04-15,EM:0.3|NASDAQ100:0.7,0
2009-04-16,EM:0.3|NASDAQ100:0.7,0
2009-04-17,EM:0.3|NASDAQ100:0.7,0
2009-04-20,EM:0.3|NASDAQ100:0.7,0
2009-04-21,EM:0.3|NASDAQ100:0.7,0
2009-04-22,EM:0.3|NASDAQ100:0.7,0
2009-04-23,EM:0.3|NASDAQ100:0.7,0
2009-04-24,EM:0.3|NASDAQ100:0.7,0
2009-04-27,EM:0.3|NASDAQ100:0.7,0
2009-04-28,EM:0.3|NASDAQ100:0.7,0
2009-04-29,EM:0.3|NASDAQ100:0.7,0
2009-04-30,EM:0.7|NASDAQ100:0.3,0
2009-05-01,EM:0.7|NASDAQ100:0.3,0
2009-05-04,EM:0.7|NASDAQ100:0.3,0
2009-05-05,EM:0.7|NASDAQ100:0.3,0
2009-05-06,EM:0.7|NASDAQ100:0.3,0
2009-05-07,EM:0.7|NASDAQ100:0.3,0
2009-05-08,EM:0.7|NASDAQ100:0.3,0
2009-05-11,EM:0.7|NASDAQ100:0.3,0
2009-05-12,EM:0.7|NASDAQ100:0.3,0
2009-05-13,EM:0.7|NASDAQ100:0.3,0
2009-05-14,EM:0.7|NASDAQ100:0.3,0
2009-05-15,EM:0.7|NASDAQ100:0.3,0
2009-05-18,EM:0.7|NASDAQ100:0.3,0
2009-05-19,EM:0.7|NASDAQ100:0.3,0
2009-05-20,EM:0.7|NASDAQ100:0.3,0
2009-05-21,EM:0.7|NASDAQ100:0.3,0
2009-05-22,EM:0.7|NASDAQ100:0.3,0
2009-05-26,EM:0.7|NASDAQ100:0.3,0
2009-05-27,EM:0.7|NASDAQ100:0.3,0
2009-05-28,EM:0.7|NASDAQ100:0.3,0
2009-05-29,EM:0.7|NASDAQ100:0.3,0
2009-06-01,EM:0.7|NASDAQ100:0.3,0
2009-06-02,EM:0.7|NASDAQ100:0.3,0
2009-06-03,EM:0.7|NASDAQ100:0.3,0
2009-06-04,EM:0.7|NASDAQ100:0.3,0
2009-06-05,EM:0.7|NASDAQ100:0.3,0
2009-06-08,EM:0.7|NASDAQ100:0.3,0
2009-06-09,EM:0.7|NASDAQ100:0.3,0
2009-06-10,EM:0.7|NASDAQ100:0.3,0
2009-06-11,EM:0.7|NASDAQ100:0.3,0
2009-06-12,EM:0.7|NASDAQ100:0.3,0
2009-06-15,EM:0.7|NASDAQ100:0.3,0
2009-06-16,EM:0.7|NASDAQ100:0.3,0
2009-06-17,EM:0.7|NASDAQ100:0.3,0
2009-06-18,EM:0.7|NASDAQ100:0.3,0
2009-06-19,EM:0.7|NASDAQ100:0.3,0
2009-06-22,EM:0.7|NASDAQ100:0.3,0
2009-06-23,EM:0.7|NASDAQ100:0.3,0
2009-06-24,EM:0.7|NASDAQ100:0.3,0
2009-06-25,EM:0.7|NASDAQ100:0.3,0
2009-06-26,EM:0.7|NASDAQ100:0.3,0
2009-06-29,EM:0.7|NASDAQ100:0.3,0
2009-06-30,GOLD:0.7|NASDAQ100:0.3,0
2009-07-01,GOLD:0.7|NASDAQ100:0.3,0
2009-07-02,GOLD:0.7|NASDAQ100:0.3,0
2009-07-06,GOLD:0.7|NASDAQ100:0.3,0
2009-07-07,GOLD:0.7|NASDAQ100:0.3,0
2009-07-08,GOLD:0.7|NASDAQ100:0.3,0
2009-07-09,GOLD:0.7|NASDAQ100:0.3,0
2009-07-10,GOLD:0.7|NASDAQ100:0.3,0
2009-07-13,GOLD:0.7|NASDAQ100:0.3,0
2009-07-14,GOLD:0.7|NASDAQ100:0.3,0
2009-07-15,GOLD:0.7|NASDAQ100:0.3,0
2009-07-16,GOLD:0.7|NASDAQ100:0.3,0
2009-07-17,GOLD:0.7|NASDAQ100:0.3,0
2009-07-20,GOLD:0.7|NASDAQ100:0.3,0
2009-07-21,GOLD:0.7|NASDAQ100:0.3,0
2009-07-22,GOLD:0.7|NASDAQ100:0.3,0
2009-07-23,GOLD:0.7|NASDAQ100:0.3,0
2009-07-24,GOLD:0.7|NASDAQ100:0.3,0
2009-07-27,GOLD:0.7|NASDAQ100:0.3,0
2009-07-28,GOLD:0.7|NASDAQ100:0.3,0
2009-07-29,GOLD:0.7|NASDAQ100:0.3,0
2009-07-30,GOLD:0.7|NASDAQ100:0.3,0
2009-07-31,GOLD:0.3|NASDAQ100:0.7,0
2009-08-03,GOLD:0.3|NASDAQ100:0.7,0
2009-08-04,GOLD:0.3|NASDAQ100:0.7,0
2009-08-05,GOLD:0.3|NASDAQ100:0.7,0
2009-08-06,GOLD:0.3|NASDAQ100:0.7,0
2009-08-07,GOLD:0.3|NASDAQ100:0.7,0
2009-08-10,GOLD:0.3|NASDAQ100:0.7,0
2009-08-11,GOLD:0.3|NASDAQ100:0.7,0
2009-08-12,GOLD:0.3|NASDAQ100:0.7,0
2009-08-13,GOLD:0.3|NASDAQ100:0.7,0
2009-08-14,GOLD:0.3|NASDAQ100:0.7,0
2009-08-17,GOLD:0.3|NASDAQ100:0.7,0
2009-08-18,GOLD:0.3|NASDAQ100:0.7,0
2009-08-19,GOLD:0.3|NASDAQ100:0.7,0
2009-08-20,GOLD:0.3|NASDAQ100:0.7,0
2009-08-21,GOLD:0.3|NASDAQ100:0.7,0
2009-08-24,GOLD:0.3|NASDAQ100:0.7,0
2009-08-25,GOLD:0.3|NASDAQ100:0.7,0
2009-08-26,GOLD:0.3|NASDAQ100:0.7,0
2009-08-27,GOLD:0.3|NASDAQ100:0.7,0
2009-08-28,GOLD:0.3|NASDAQ100:0.7,0
2009-08-31,NASDAQ100:0.7,0
2009-09-01,NASDAQ100:0.7,0
2009-09-02,NASDAQ100:0.7,0
2009-09-03,NASDAQ100:0.7,0
2009-09-04,NASDAQ100:0.7,0
2009-09-08,NASDAQ100:0.7,0
2009-09-09,NASDAQ100:0.7,0
2009-09-10,NASDAQ100:0.7,0
2009-09-11,NASDAQ100:0.7,0
2009-09-14,NASDAQ100:0.7,0
2009-09-15,NASDAQ100:0.7,0
2009-09-16,NASDAQ100:0.7,0
2009-09-17,NASDAQ100:0.7,0
2009-09-18,NASDAQ100:0.7,0
2009-09-21,NASDAQ100:0.7,0
2009-09-22,NASDAQ100:0.7,0
2009-09-23,NASDAQ100:0.7,0
2009-09-24,NASDAQ100:0.7,0
2009-09-25,NASDAQ100:0.7,0
2009-09-28,NASDAQ100:0.7,0
2009-09-29,NASDAQ100:0.7,0
2009-09-30,GOLD:0.3|NASDAQ100:0.7,0
2009-10-01,GOLD:0.3|NASDAQ100:0.7,0
2009-10-02,GOLD:0.3|NASDAQ100:0.7,0
2009-10-05,GOLD:0.3|NASDAQ100:0.7,0
2009-10-06,GOLD:0.3|NASDAQ100:0.7,0
2009-10-07,GOLD:0.3|NASDAQ100:0.7,0
2009-10-08,GOLD:0.3|NASDAQ100:0.7,0
2009-10-09,GOLD:0.3|NASDAQ100:0.7,0
2009-10-12,GOLD:0.3|NASDAQ100:0.7,0
2009-10-13,GOLD:0.3|NASDAQ100:0.7,0
2009-10-14,GOLD:0.3|NASDAQ100:0.7,0
2009-10-15,GOLD:0.3|NASDAQ100:0.7,0
2009-10-16,GOLD:0.3|NASDAQ100:0.7,0
2009-10-19,GOLD:0.3|NASDAQ100:0.7,0
2009-10-20,GOLD:0.3|NASDAQ100:0.7,0
2009-10-21,GOLD:0.3|NASDAQ100:0.7,0
2009-10-22,GOLD:0.3|NASDAQ100:0.7,0
2009-10-23,GOLD:0.3|NASDAQ100:0.7,0
2009-10-26,GOLD:0.3|NASDAQ100:0.7,0
2009-10-27,GOLD:0.3|NASDAQ100:0.7,0
2009-10-28,GOLD:0.3|NASDAQ100:0.7,0
2009-10-29,GOLD:0.3|NASDAQ100:0.7,0
2009-10-30,GOLD:0.3|NASDAQ100:0.7,0
2009-11-02,GOLD:0.3|NASDAQ100:0.7,0
2009-11-03,GOLD:0.3|NASDAQ100:0.7,0
2009-11-04,GOLD:0.3|NASDAQ100:0.7,0
2009-11-05,GOLD:0.3|NASDAQ100:0.7,0
2009-11-06,GOLD:0.3|NASDAQ100:0.7,0
2009-11-09,GOLD:0.3|NASDAQ100:0.7,0
2009-11-10,GOLD:0.3|NASDAQ100:0.7,0
2009-11-11,GOLD:0.3|NASDAQ100:0.7,0
2009-11-12,GOLD:0.3|NASDAQ100:0.7,0
2009-11-13,GOLD:0.3|NASDAQ100:0.7,0
2009-11-16,GOLD:0.3|NASDAQ100:0.7,0
2009-11-17,GOLD:0.3|NASDAQ100:0.7,0
2009-11-18,GOLD:0.3|NASDAQ100:0.7,0
2009-11-19,GOLD:0.3|NASDAQ100:0.7,0
2009-11-20,GOLD:0.3|NASDAQ100:0.7,0
2009-11-23,GOLD:0.3|NASDAQ100:0.7,0
2009-11-24,GOLD:0.3|NASDAQ100:0.7,0
2009-11-25,GOLD:0.3|NASDAQ100:0.7,0
2009-11-27,GOLD:0.3|NASDAQ100:0.7,0
2009-11-30,GOLD:0.3|NASDAQ100:0.7,0
2009-12-01,GOLD:0.3|NASDAQ100:0.7,0
2009-12-02,GOLD:0.3|NASDAQ100:0.7,0
2009-12-03,GOLD:0.3|NASDAQ100:0.7,0
2009-12-04,GOLD:0.3|NASDAQ100:0.7,0
2009-12-07,GOLD:0.3|NASDAQ100:0.7,0
2009-12-08,GOLD:0.3|NASDAQ100:0.7,0
2009-12-09,GOLD:0.3|NASDAQ100:0.7,0
2009-12-10,GOLD:0.3|NASDAQ100:0.7,0
2009-12-11,GOLD:0.3|NASDAQ100:0.7,0
2009-12-14,GOLD:0.3|NASDAQ100:0.7,0
2009-12-15,GOLD:0.3|NASDAQ100:0.7,0
2009-12-16,GOLD:0.3|NASDAQ100:0.7,0
2009-12-17,GOLD:0.3|NASDAQ100:0.7,0
2009-12-18,GOLD:0.3|NASDAQ100:0.7,0
2009-12-21,GOLD:0.3|NASDAQ100:0.7,0
2009-12-22,GOLD:0.3|NASDAQ100:0.7,0
2009-12-23,GOLD:0.3|NASDAQ100:0.7,0
2009-12-24,GOLD:0.3|NASDAQ100:0.7,0
2009-12-28,GOLD:0.3|NASDAQ100:0.7,0
2009-12-29,GOLD:0.3|NASDAQ100:0.7,0
2009-12-30,GOLD:0.3|NASDAQ100:0.7,0
2009-12-31,GOLD:0.3|NASDAQ100:0.7,0
2010-01-04,GOLD:0.3|NASDAQ100:0.7,0
2010-01-05,GOLD:0.3|NASDAQ100:0.7,0
2010-01-06,GOLD:0.3|NASDAQ100:0.7,0
2010-01-07,GOLD:0.3|NASDAQ100:0.7,0
2010-01-08,GOLD:0.3|NASDAQ100:0.7,0
2010-01-11,GOLD:0.3|NASDAQ100:0.7,0
2010-01-12,GOLD:0.3|NASDAQ100:0.7,0
2010-01-13,GOLD:0.3|NASDAQ100:0.7,0
2010-01-14,GOLD:0.3|NASDAQ100:0.7,0
2010-01-15,GOLD:0.3|NASDAQ100:0.7,0
2010-01-19,GOLD:0.3|NASDAQ100:0.7,0
2010-01-20,GOLD:0.3|NASDAQ100:0.7,0
2010-01-21,GOLD:0.3|NASDAQ100:0.7,0
2010-01-22,GOLD:0.3|NASDAQ100:0.7,0
2010-01-25,GOLD:0.3|NASDAQ100:0.7,0
2010-01-26,GOLD:0.3|NASDAQ100:0.7,0
2010-01-27,GOLD:0.3|NASDAQ100:0.7,0
2010-01-28,GOLD:0.3|NASDAQ100:0.7,0
2010-01-29,CASH,0
2010-02-01,CASH,0
2010-02-02,CASH,0
2010-02-03,CASH,0
2010-02-04,CASH,0
2010-02-05,CASH,0
2010-02-08,CASH,0
2010-02-09,CASH,0
2010-02-10,CASH,0
2010-02-11,CASH,0
2010-02-12,CASH,0
2010-02-16,CASH,0
2010-02-17,CASH,0
2010-02-18,CASH,0
2010-02-19,CASH,0
2010-02-22,CASH,0
2010-02-23,CASH,0
2010-02-24,CASH,0
2010-02-25,CASH,0
2010-02-26,CASH,0
2010-03-01,CASH,0
2010-03-02,CASH,0
2010-03-03,CASH,0
2010-03-04,CASH,0
2010-03-05,CASH,0
2010-03-08,CASH,0
2010-03-09,CASH,0
2010-03-10,CASH,0
2010-03-11,CASH,0
2010-03-12,CASH,0
2010-03-15,CASH,0
2010-03-16,CASH,0
2010-03-17,CASH,0
2010-03-18,CASH,0
2010-03-19,CASH,0
2010-03-22,CASH,0
2010-03-23,CASH,0
2010-03-24,CASH,0
2010-03-25,CASH,0
2010-03-26,CASH,0
2010-03-29,CASH,0
2010-03-30,CASH,0
2010-03-31,EM:0.3|NASDAQ100:0.7,0
2010-04-01,EM:0.3|NASDAQ100:0.7,0
2010-04-05,EM:0.3|NASDAQ100:0.7,0
2010-04-06,EM:0.3|NASDAQ100:0.7,0
2010-04-07,EM:0.3|NASDAQ100:0.7,0
2010-04-08,EM:0.3|NASDAQ100:0.7,0
2010-04-09,EM:0.3|NASDAQ100:0.7,0
2010-04-12,EM:0.3|NASDAQ100:0.7,0
2010-04-13,EM:0.3|NASDAQ100:0.7,0
2010-04-14,EM:0.3|NASDAQ100:0.7,0
2010-04-15,EM:0.3|NASDAQ100:0.7,0
2010-04-16,EM:0.3|NASDAQ100:0.7,0
2010-04-19,EM:0.3|NASDAQ100:0.7,0
2010-04-20,EM:0.3|NASDAQ100:0.7,0
2010-04-21,EM:0.3|NASDAQ100:0.7,0
2010-04-22,EM:0.3|NASDAQ100:0.7,0
2010-04-23,EM:0.3|NASDAQ100:0.7,0
2010-04-26,EM:0.3|NASDAQ100:0.7,0
2010-04-27,EM:0.3|NASDAQ100:0.7,0
2010-04-28,EM:0.3|NASDAQ100:0.7,0
2010-04-29,EM:0.3|NASDAQ100:0.7,0
2010-04-30,EM:0.3|GOLD:0.7,0
2010-05-03,EM:0.3|GOLD:0.7,0
2010-05-04,EM:0.3|GOLD:0.7,0
2010-05-05,EM:0.3|GOLD:0.7,0
2010-05-06,EM:0.3|GOLD:0.7,0
2010-05-07,EM:0.3|GOLD:0.7,0
2010-05-10,EM:0.3|GOLD:0.7,0
2010-05-11,EM:0.3|GOLD:0.7,0
2010-05-12,EM:0.3|GOLD:0.7,0
2010-05-13,EM:0.3|GOLD:0.7,0
2010-05-14,EM:0.3|GOLD:0.7,0
2010-05-17,EM:0.3|GOLD:0.7,0
2010-05-18,EM:0.3|GOLD:0.7,0
2010-05-19,EM:0.3|GOLD:0.7,0
2010-05-20,EM:0.3|GOLD:0.7,0
2010-05-21,EM:0.3|GOLD:0.7,0
2010-05-24,EM:0.3|GOLD:0.7,0
2010-05-25,EM:0.3|GOLD:0.7,0
2010-05-26,EM:0.3|GOLD:0.7,0
2010-05-27,EM:0.3|GOLD:0.7,0
2010-05-28,GOLD:0.7,0
2010-06-01,GOLD:0.7,0
2010-06-02,GOLD:0.7,0
2010-06-03,GOLD:0.7,0
2010-06-04,GOLD:0.7,0
2010-06-07,GOLD:0.7,0
2010-06-08,GOLD:0.7,0
2010-06-09,GOLD:0.7,0
2010-06-10,GOLD:0.7,0
2010-06-11,GOLD:0.7,0
2010-06-14,GOLD:0.7,0
2010-06-15,GOLD:0.7,0
2010-06-16,GOLD:0.7,0
2010-06-17,GOLD:0.7,0
2010-06-18,GOLD:0.7,0
2010-06-21,GOLD:0.7,0
2010-06-22,GOLD:0.7,0
2010-06-23,GOLD:0.7,0
2010-06-24,GOLD:0.7,0
2010-06-25,GOLD:0.7,0
2010-06-28,GOLD:0.7,0
2010-06-29,GOLD:0.7,0
2010-06-30,GOLD:0.7,0
2010-07-01,GOLD:0.7,0
2010-07-02,GOLD:0.7,0
2010-07-06,GOLD:0.7,0
2010-07-07,GOLD:0.7,0
2010-07-08,GOLD:0.7,0
2010-07-09,GOLD:0.7,0
2010-07-12,GOLD:0.7,0
2010-07-13,GOLD:0.7,0
2010-07-14,GOLD:0.7,0
2010-07-15,GOLD:0.7,0
2010-07-16,GOLD:0.7,0
2010-07-19,GOLD:0.7,0
2010-07-20,GOLD:0.7,0
2010-07-21,GOLD:0.7,0
